time,x,y,z,phi,theta,psi,x_velocity,y_velocity,z_velocity,phi_velocity,theta_velocity,psi_velocity,rotor_speed1,rotor_speed2,rotor_speed3,rotor_speed4
0.06,-7.06759428056e-07,6.4234806087e-07,10.0058549825,0.000468831134477,0.000505301343779,0.0,-5.73382634654e-05,5.25298007859e-05,0.195152210761,0.0200814838017,0.0214362501245,0.0,466.02973855509595,467.70189610802566,464.5751406437067,466.14667921100687
0.12000000000000001,-2.38162892196e-05,2.4998336826e-05,10.0262556639,0.0030770718894,0.00186482438313,0.0,-0.000885157102789,0.00103403003138,0.484792125131,0.069713640374,0.0249977096039,0.0,492.95342226094675,493.216459522925,492.0566563807669,495.71731228076266
0.18,-0.000122376120532,0.0001682004572,10.0585951851,0.00776214138614,0.00388313321173,0.0,-0.00258581164028,0.00420086973706,0.593138788947,0.0910308844237,0.0469143316482,0.0,438.7609838217749,440.57694831698853,439.05875781625446,440.8283058581107
0.23999999999999996,-0.000377450463209,0.00061859923342,10.0991356915,0.0128600508251,0.00698888362169,0.0,-0.00624830605266,0.0114055894293,0.758108779822,0.0686806140017,0.0600235794033,0.0,456.13694054525257,457.18410377963,459.12500383926647,457.3540915065197
0.3,-0.000923044467338,0.00160756039824,10.1492639647,0.0175715285616,0.01053347273,0.0,-0.0123307712286,0.0220498970738,0.912712191998,0.0931950213774,0.057112517856,0.0,454.6429533583729,454.41204584328665,453.55157472556755,455.5204887489486
0.36000000000000004,-0.00189561749756,0.00331838501293,10.2072066441,0.0227395591222,0.0136131952511,0.0,-0.0204258742967,0.0355357549567,1.01860655846,0.065743761132,0.0360795062358,0.0,440.79723224516096,439.0575253344491,440.566261184353,438.2968970808558
0.4200000000000001,-0.00344283415421,0.00598914292246,10.273614719,0.0264866738649,0.0156901875849,0.0,-0.031386193763,0.0539221875083,1.19481368454,0.0548897996616,0.031517846813,0.0,461.7064357014347,461.3468974321378,462.0751380721912,461.22143028109946
0.48000000000000015,-0.00564031409846,0.00975546415015,10.3472277789,0.0300559361041,0.0176469171449,0.0,-0.042048220586,0.0719527615937,1.2588732447,0.0673798610781,0.0347151661603,0.0,426.9493424144848,427.2224685672457,426.18471467778926,427.2534289211392
0.5400000000000001,-0.00844751706176,0.0145580369784,10.4208543537,0.0341960989191,0.0198340127236,0.0,-0.0516928757706,0.0884532910101,1.19540101809,0.0720639222502,0.0397152993274,0.0,383.37733465838096,383.8529188797652,382.8132377624859,383.2630845894946
0.6000000000000002,-0.012030414721,0.0206957325536,10.4986321052,0.0388641081583,0.0223761797457,0.0,-0.0680214630957,0.11665651,1.39693944053,0.0873256046664,0.0472084572779,0.0,469.0148924294116,469.59730349871904,469.3602023194636,470.54741293232155
0.6600000000000003,-0.0164799477196,0.0283348323733,10.5808380483,0.04444561741,0.0255789561574,0.0,-0.0805390415426,0.138412384061,1.34329861449,0.102498335746,0.0635046672881,0.0,387.25209850735064,388.78411649452806,385.9666783666825,387.4044842373193
0.7200000000000003,-0.0219219537832,0.0376954331463,10.6669227959,0.0509005272184,0.0297498710937,0.0,-0.10131400866,0.174317622945,1.5259170825,0.116180878791,0.0794200773694,0.0,463.69158411593685,464.9434403146388,464.1197071218834,465.2017645346615
0.7800000000000004,-0.028607684323,0.049187594923,10.7605954931,0.0582840677338,0.0344694712694,0.0,-0.122004479452,0.209450851171,1.59635314018,0.134121189521,0.077095781402,0.0,430.6040028198838,430.41251425652547,429.07476455277487,430.60906995858244
0.8400000000000004,-0.0366869510557,0.0630369460819,10.8601535224,0.0664603904788,0.0389935508236,0.0,-0.147783209267,0.253039208415,1.72198939851,0.140255580944,0.071778888604,0.0,448.52455646264394,448.09698324408185,447.5277259871936,448.0437031989456
0.9000000000000005,-0.0465539390623,0.0799258896994,10.9708694526,0.0753194692397,0.0429583333933,0.0,-0.181617624625,0.310966546321,1.9680434907,0.159379612355,0.0511373465126,0.0,486.11125759755794,484.5648829821037,483.2007792299431,484.6584332457964
0.9600000000000005,-0.0583172659289,0.100113294396,11.0911091526,0.0848426877124,0.0462975890627,0.0,-0.210803505069,0.362866690419,2.03972061031,0.157369813783,0.0634263095564,0.0,431.777341325334,432.81495790196146,432.9538526542147,432.809375640347
1.0200000000000005,-0.0717950739356,0.123407443626,11.2133875764,0.0941242508731,0.0504044179203,0.0,-0.23880283165,0.414412180973,2.03613070845,0.148722897142,0.0769582100527,0.0,408.5223650225053,409.7310590595695,407.37589492797986,406.62698516130473
1.0800000000000005,-0.0872607618706,0.150389461515,11.3399536554,0.102507442736,0.0549834797407,0.0,-0.277208979207,0.485911273152,2.18232853307,0.107763535476,0.0750056639021,0.0,457.2463449163275,457.095198465759,458.04602545127653,454.79368404772094
1.1400000000000006,-0.105100492655,0.181775811938,11.4747036672,0.10921131602,0.0596586343969,0.0,-0.317923897046,0.560962418668,2.30896339932,0.118668976078,0.0831855486072,0.0,452.16524891911536,452.8284103631879,450.2770661973167,451.169210871266
1.2000000000000006,-0.12529240125,0.217457276609,11.6138551777,0.11621690814,0.0647242459287,0.0,-0.355593705621,0.629040138933,2.32925296656,0.112642860109,0.0867990669334,0.0,417.32118430208567,417.64280846827745,419.0194806212955,418.5084104027256
1.2600000000000007,-0.148028120108,0.257685444625,11.7570628422,0.122836424093,0.0700285463501,0.0,-0.40279880868,0.712551154114,2.4439404653,0.105237470154,0.0914355950514,0.0,448.6566467351754,449.0393263178285,449.6503984110797,449.06069038204123
